rank,overallRarity,name,image,attributes
1,14.15778665635733,Renegade #290,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/290.png,BACKGROUND: Dark; BODY: Bronze; EXPRESSION: Chaos; HAIR: Mystic Wisps; OUTFIT: Saiyan Suit
2827,5.740905181071145,Renegade #2313,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2313.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Serene; HAIR: Buzzcut; OUTFIT: Rebellious Rhapsody
2828,5.7408190901128915,Renegade #3189,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3189.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Enigma; HAIR: Eternal Flow; OUTFIT: Gray Wash Tunic
2829,5.7406242527976765,Renegade #460,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/460.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Mirth; HAIR: Frostfire Fringe; OUTFIT: Cerulean Skies Chemise
2830,5.74040314436068,Renegade #1097,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1097.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Shadow Shimmer; OUTFIT: Rebellion Punk Rider
2831,5.7403253537903165,Renegade #81,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/81.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Serene; HAIR: Aurora Veil; OUTFIT: Doubled Danger Peacoat
2832,5.7396310566462425,Renegade #1998,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1998.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Smile; HAIR: Scruffy; OUTFIT: Azure Rose Bolero Jacket
2833,5.739077744376987,Renegade #3761,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3761.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Smile; HAIR: Side Part; OUTFIT: Azure Ocean Attire
2834,5.738946620642057,Renegade #4867,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4867.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Smile; HAIR: Spiky Hair; OUTFIT: Twilight Cloak
2835,5.7384541194948975,Renegade #3567,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3567.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Enigma; HAIR: Eternal Flow; OUTFIT: Crimson Fang Coat
2836,5.73792879594166,Renegade #3256,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3256.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Enigma; HAIR: Man Bun; OUTFIT: Sailor Fuku
2837,5.737655054200086,Renegade #4690,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4690.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Smirk; HAIR: Delinquency; OUTFIT: Twilight Cloak
2838,5.737068984728561,Renegade #4627,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4627.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Mirth; HAIR: Aurora Veil; OUTFIT: Shogun's Regalia
2839,5.736466908476625,Renegade #1156,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1156.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Smirk; HAIR: Mystic Wisps; OUTFIT: Common Suit
2840,5.735990572220131,Renegade #3986,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3986.png,BACKGROUND: Yellow; BODY: Ivory; EXPRESSION: Enigma; HAIR: Mystic Mist; OUTFIT: Azure Ocean Attire
2841,5.735686909789893,Renegade #2461,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2461.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Spiky Hair; OUTFIT: Zori
2842,5.7355508609784085,Renegade #4552,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4552.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Mirth; HAIR: Seraphic Curls; OUTFIT: Enigma Robes
2843,5.735390139580593,Renegade #2805,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2805.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Enigma; HAIR: Compression; OUTFIT: Azure Rose Bolero Jacket
2844,5.734845320117735,Renegade #4067,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4067.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Smile; HAIR: Buzzcut; OUTFIT: Zori
2845,5.734671438286163,Renegade #325,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/325.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Mirth; HAIR: Side Part; OUTFIT: Shogun's Regalia
2846,5.733845386144779,Renegade #1995,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1995.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Undercut; OUTFIT: Crimson Fury Jacket
2847,5.733793304187538,Renegade #2284,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2284.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Smile; HAIR: Eternal Flow; OUTFIT: Cosmic Spark Bolero
2848,5.733675900974351,Renegade #1811,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1811.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Smile; HAIR: Galactic Gleam; OUTFIT: Cerulean Skies Chemise
2849,5.733509376030475,Renegade #3447,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3447.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Smirk; HAIR: Frostfire Fringe; OUTFIT: Crusader's Mantle
2850,5.733380443070463,Renegade #243,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/243.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Shadow Shimmer; OUTFIT: Shadow Stalker Trench
2851,5.732893371789412,Renegade #1553,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1553.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Serene; HAIR: Mystic Wisps; OUTFIT: Scarlet Soiree
2852,5.732751323855597,Renegade #3570,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3570.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Serene; HAIR: Wolf Hair; OUTFIT: Rebellion Punk Rider
2853,5.732352549492197,Renegade #4283,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4283.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Galactic Gleam; OUTFIT: Cosmic Spark Bolero
2854,5.732192137601839,Renegade #2677,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2677.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Ahoge; OUTFIT: Scarlet Soiree
2855,5.731988675473618,Renegade #3294,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3294.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Mirth; HAIR: Lunar Tresses; OUTFIT: Rebellious Rhapsody
2856,5.731651743242593,Renegade #17,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/17.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Enigma; HAIR: Mystic Mist; OUTFIT: Azure Rose Bolero Jacket
2857,5.730591926604713,Renegade #4037,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4037.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Smile; HAIR: Frostfire Fringe; OUTFIT: Sakura Blossom Chiffon
2858,5.7304365537720106,Renegade #2586,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2586.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Smirk; HAIR: Mystic Mist; OUTFIT: Enigma Robes
2859,5.730167170879135,Renegade #3391,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3391.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Serene; HAIR: Mystic Wisps; OUTFIT: Emerald Samurai Robe
2860,5.729890718470264,Renegade #1880,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1880.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Smirk; HAIR: Eternal Flow; OUTFIT: Cerulean Skies Chemise
2861,5.729829827852935,Renegade #1783,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1783.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Smirk; HAIR: Mystic Wisps; OUTFIT: Rebellion Punk Rider
2862,5.729824944450316,Renegade #1192,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1192.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Enigma; HAIR: Binding Bangs; OUTFIT: Twilight Cloak
2863,5.729798774744734,Renegade #2180,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2180.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Smile; HAIR: Delinquency; OUTFIT: Azure Rose Bolero Jacket
2864,5.72906953471952,Renegade #3455,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3455.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Serene; HAIR: Scruffy; OUTFIT: Crimson Fang Coat
2865,5.729047432488594,Renegade #1856,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1856.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Enigma; HAIR: Zoro; OUTFIT: Twilight Cloak
2866,5.728288007078149,Renegade #144,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/144.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Serene; HAIR: Eternal Flow; OUTFIT: Gray Wash Tunic
2867,5.728232651137832,Renegade #1412,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1412.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Serene; HAIR: Spiky Hair; OUTFIT: Noir Doublet
2868,5.728232651137832,Renegade #1848,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1848.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Serene; HAIR: Spiky Hair; OUTFIT: Gray Wash Tunic
2869,5.728219941760108,Renegade #2670,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2670.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Enigma; HAIR: Binding Bangs; OUTFIT: Zori
2870,5.727614097848718,Renegade #4664,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4664.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Mirth; HAIR: Galactic Gleam; OUTFIT: Gray Wash Tunic
2871,5.727253018675173,Renegade #3010,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3010.png,BACKGROUND: Green; BODY: Ivory; EXPRESSION: Enigma; HAIR: Enchanted Elegance; OUTFIT: Twilight Cloak
2872,5.727089840414788,Renegade #1688,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1688.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Enigma; HAIR: Shadow Shimmer; OUTFIT: Moonlight Maestro's Doublet
2873,5.726986479257428,Renegade #2509,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2509.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Enigma; HAIR: Twilight Twirls; OUTFIT: Zori
2874,5.726790798808748,Renegade #615,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/615.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Smile; HAIR: Side Part; OUTFIT: Corporate Suit
2875,5.726499684892794,Renegade #1505,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1505.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Enigma; HAIR: Compression; OUTFIT: Scarlet Soiree
2876,5.726488975895688,Renegade #1589,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1589.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Enigma; HAIR: Ahoge; OUTFIT: Emerald Samurai Robe
2877,5.726277639060077,Renegade #4506,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4506.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Enigma; HAIR: Aurora Veil; OUTFIT: Shadow Stalker Trench
2878,5.725950016372687,Renegade #1012,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1012.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Enigma; HAIR: Frostfire Fringe; OUTFIT: Crimson Fury Jacket
2879,5.7259070530005385,Renegade #2867,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2867.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Smile; HAIR: Mystic Wisps; OUTFIT: Emerald Samurai Robe
2880,5.7259069720195725,Renegade #2639,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2639.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Serene; HAIR: Galactic Gleam; OUTFIT: Moonlight Maestro's Doublet
2881,5.7255459527620545,Renegade #612,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/612.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Smirk; HAIR: Ahoge; OUTFIT: Noir Doublet
2882,5.725409382667911,Renegade #379,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/379.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Mirth; HAIR: Man Bun; OUTFIT: Crimson Commander's Cape
2883,5.725374756437967,Renegade #1760,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1760.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Smirk; HAIR: Man Bun; OUTFIT: Yugao Nightshade Kimono
2884,5.725205818812965,Renegade #1206,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1206.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Smile; HAIR: Ahoge; OUTFIT: Hinata’s Heart
2885,5.724812990501151,Renegade #4802,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4802.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Mirth; HAIR: Delinquency; OUTFIT: Scarlet Soiree
2886,5.724600440299605,Renegade #1514,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1514.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Smile; HAIR: Wolf Hair; OUTFIT: Cosmic Spark Bolero
2887,5.724489795918368,Renegade #3824,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3824.png,BACKGROUND: Orange; BODY: Ivory; EXPRESSION: Chaos; HAIR: Zoro; OUTFIT: Azure Dragon's Embrace
2888,5.723615806504469,Renegade #3416,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3416.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Smile; HAIR: Spiky Hair; OUTFIT: Emerald Samurai Robe
2889,5.723467472402654,Renegade #1922,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1922.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Serene; HAIR: Buzzcut; OUTFIT: Professor Suit
2890,5.723400615329327,Renegade #352,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/352.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Enigma; HAIR: Eternal Flow; OUTFIT: Templar's Mantle
2891,5.722508296001328,Renegade #1546,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1546.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Serene; HAIR: Mystic Wisps; OUTFIT: Doubled Danger Peacoat
2892,5.722449126053398,Renegade #455,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/455.png,BACKGROUND: Green; BODY: Bronze; EXPRESSION: Smirk; HAIR: Wolf Hair; OUTFIT: Doubled Danger Peacoat
2893,5.72244351634564,Renegade #3233,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3233.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Mirth; HAIR: Delinquency; OUTFIT: Noir Doublet
2894,5.721901931523062,Renegade #353,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/353.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Mirth; HAIR: Lunar Tresses; OUTFIT: Sakura Blossom Chiffon
2895,5.721885667410891,Renegade #576,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/576.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Smile; HAIR: Spiky Hair; OUTFIT: Zori
2896,5.721437637980738,Renegade #1822,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1822.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Serene; HAIR: Phantom Veil; OUTFIT: Rebellious Rhapsody
2897,5.720418654577946,Renegade #4227,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4227.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Smirk; HAIR: Shadow Shimmer; OUTFIT: Sakura Blossom Chiffon
2898,5.72038289956326,Renegade #3904,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3904.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Smile; HAIR: Mystic Wisps; OUTFIT: Cosmic Spark Bolero
2899,5.720333041101236,Renegade #4699,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4699.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Smile; HAIR: Scruffy; OUTFIT: Sakura Blossom Chiffon
2900,5.72028294469675,Renegade #4160,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4160.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Enigma; HAIR: Wolf Hair; OUTFIT: Hunter Vest
2901,5.720187136784419,Renegade #1004,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1004.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Mirth; HAIR: Undercut; OUTFIT: Professor Suit
2902,5.719914785174916,Renegade #534,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/534.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Enigma; HAIR: Mystic Wisps; OUTFIT: Cosmic Spark Bolero
2903,5.719759810357966,Renegade #3577,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3577.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Serene; HAIR: Seraphic Curls; OUTFIT: Shadow Stalker Trench
2904,5.719565941704018,Renegade #4048,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4048.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Smile; HAIR: Enchanted Elegance; OUTFIT: Shadow Stalker Trench
2905,5.719565837275405,Renegade #4884,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4884.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Mirth; HAIR: Eternal Flow; OUTFIT: Moonlight Maestro's Doublet
2906,5.718631628092193,Renegade #3144,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3144.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Smile; HAIR: Seraphic Curls; OUTFIT: Yugao Nightshade Kimono
2907,5.718484274997433,Renegade #3002,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3002.png,BACKGROUND: Off White; BODY: Bronze; EXPRESSION: Enigma; HAIR: Beanie; OUTFIT: Crimson Fang Coat
2908,5.718071743227336,Renegade #4496,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4496.png,BACKGROUND: Orange; BODY: Bronze; EXPRESSION: Smile; HAIR: Mystic Wisps; OUTFIT: Zori
2909,5.717676436131874,Renegade #914,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/914.png,BACKGROUND: Yellow; BODY: Bronze; EXPRESSION: Serene; HAIR: Wolf Hair; OUTFIT: Cosmic Spark Bolero
2910,5.717661501461393,Renegade #3017,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/3017.png,BACKGROUND: Yellow; BODY: Ivory; EXPRESSION: Enigma; HAIR: Mystic Mist; OUTFIT: Common Suit
2911,5.717621542999221,Renegade #1276,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1276.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Smile; HAIR: Ahoge; OUTFIT: Azure Rose Bolero Jacket
2912,5.717083160854786,Renegade #2497,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/2497.png,BACKGROUND: Blue; BODY: Bronze; EXPRESSION: Smile; HAIR: Starfall Strands; OUTFIT: Twilight Cloak
2913,5.716974033477266,Renegade #4210,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4210.png,BACKGROUND: Red; BODY: Bronze; EXPRESSION: Enigma; HAIR: Frostfire Fringe; OUTFIT: Hunter Vest
2914,5.716916346678872,Renegade #606,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/606.png,BACKGROUND: Grey; BODY: Bronze; EXPRESSION: Smirk; HAIR: Spiky Hair; OUTFIT: Common Suit
2915,5.71688846810971,Renegade #1986,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/1986.png,BACKGROUND: Green; BODY: Ivory; EXPRESSION: Smile; HAIR: Mystic Mist; OUTFIT: Zori
2916,5.716480313845986,Renegade #4173,https://bafybeigha5ts6nn3d362nqb2fsxkyomq5u2lei2a3u32uwz7qz7jy4gg4i.ipfs.nftstorage.link/4173.png,BACKGROUND: Cream; BODY: Bronze; EXPRESSION: Smirk; HAIR: Mystic Wisps; OUTFIT: Cerulean Skies Chemise
